timestamp,temperature,temp_variation,city,latitude,longitude
2025-11-29T00:00,20.7,,Atibaia,-23.117,-46.55
2025-11-29T01:00,19.3,-1.3999999999999986,Atibaia,-23.117,-46.55
2025-11-29T02:00,18.2,-1.1000000000000014,Atibaia,-23.117,-46.55
2025-11-29T03:00,17.3,-0.8999999999999986,Atibaia,-23.117,-46.55
2025-11-29T04:00,16.6,-0.6999999999999993,Atibaia,-23.117,-46.55
2025-11-29T05:00,16.1,-0.5,Atibaia,-23.117,-46.55
2025-11-29T06:00,16.0,-0.10000000000000142,Atibaia,-23.117,-46.55
2025-11-29T07:00,16.0,0.0,Atibaia,-23.117,-46.55
2025-11-29T08:00,15.7,-0.3000000000000007,Atibaia,-23.117,-46.55
2025-11-29T09:00,16.0,0.3000000000000007,Atibaia,-23.117,-46.55
2025-11-29T10:00,18.9,2.8999999999999986,Atibaia,-23.117,-46.55
2025-11-29T11:00,22.5,3.6000000000000014,Atibaia,-23.117,-46.55
2025-11-29T12:00,25.7,3.1999999999999993,Atibaia,-23.117,-46.55
2025-11-29T13:00,27.8,2.1000000000000014,Atibaia,-23.117,-46.55
2025-11-29T14:00,29.0,1.1999999999999993,Atibaia,-23.117,-46.55
2025-11-29T15:00,29.7,0.6999999999999993,Atibaia,-23.117,-46.55
2025-11-29T16:00,30.2,0.5,Atibaia,-23.117,-46.55
2025-11-29T17:00,30.7,0.5,Atibaia,-23.117,-46.55
2025-11-29T18:00,30.8,0.10000000000000142,Atibaia,-23.117,-46.55
2025-11-29T19:00,30.6,-0.1999999999999993,Atibaia,-23.117,-46.55
2025-11-29T20:00,30.1,-0.5,Atibaia,-23.117,-46.55
2025-11-29T21:00,28.5,-1.6000000000000014,Atibaia,-23.117,-46.55
2025-11-29T22:00,25.0,-3.5,Atibaia,-23.117,-46.55
2025-11-29T23:00,23.4,-1.6000000000000014,Atibaia,-23.117,-46.55
2025-11-30T00:00,22.2,-1.1999999999999993,Atibaia,-23.117,-46.55
2025-11-30T01:00,21.2,-1.0,Atibaia,-23.117,-46.55
2025-11-30T02:00,20.2,-1.0,Atibaia,-23.117,-46.55
2025-11-30T03:00,19.6,-0.5999999999999979,Atibaia,-23.117,-46.55
2025-11-30T04:00,19.0,-0.6000000000000014,Atibaia,-23.117,-46.55
2025-11-30T05:00,18.6,-0.3999999999999986,Atibaia,-23.117,-46.55
2025-11-30T06:00,17.8,-0.8000000000000007,Atibaia,-23.117,-46.55
2025-11-30T07:00,16.6,-1.1999999999999993,Atibaia,-23.117,-46.55
